시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'음식료/담배	우리손에프앤지	'073560	"1,001"	"49.5"
K	'운송장비/부품	새론오토모티브	'075180	"636"	"34.9"
K	'운송장비/부품	세진중공업	'075580	"6,737"	"40.4"
Q	비금속	동국알앤에스	'075970	"452"	"46.7"
Q	'전기/전자	덕산하이메탈	'077360	"1,879"	"42.3"
K	'기계/장비	STX엔진	'077970	"9,896"	"29.6"
K	IT 서비스	텔코웨어	'078000	"1,266"	"27.0"
Q	금융	LS증권	'078020	"2,660"	"28.3"
Q	금융	유비쿼스홀딩스	'078070	"1,718"	"40.7"
Q	'종이/목재	국일제지	'078130	"9,019"	"10.9"
Q	제약	대봉엘에스	'078140	"1,540"	"47.8"
Q	'전기/전자	한양디지텍	'078350	"1,425"	"41.9"
K	화학	에이블씨엔씨	'078520	"1,857"	"35.8"
K	금융	GS	'078930	"44,088"	"46.6"
Q	화학	와토스코리아	'079000	"369"	"24.8"
K	'오락/문화	CJ CGV	'079160	"8,627"	"44.6"
Q	금속	한창산업	'079170	"410"	"46.9"
Q	비금속	서산	'079650	"306"	"32.1"
K	'기계/장비	전진건설로봇	'079900	"6,756"	"20.6"
K	화학	휴비스	'079980	"1,080"	"43.3"
Q	유통	이상네트웍스	'080010	"567"	"40.7"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	유통	모다이노칩	'080420	"1,838"	"23.1"
Q	'운송장비/부품	성창오토텍	'080470	"299"	"47.6"
K	화학	일진다이아	'081000	"1,832"	"47.5"
K	보험	동양생명	'082640	"10,617"	"21.2"
K	화학	그린케미칼	'083420	"2,105"	"37.4"
Q	화학	CSA 코스믹	'083660	"796"	"41.3"
K	금속	대한제강	'084010	"3,992"	"21.6"
Q	제약	휴온스글로벌	'084110	"6,312"	"39.1"
Q	'기계/장비	수성웹툰	'084180	"960"	"48.4"
K	'운송/창고	동양고속	'084670	"218"	"42.9"
K	제조	이월드	'084680	"2,134"	"37.4"
K	금융	대상홀딩스	'084690	"3,893"	"32.7"
Q	'전기/전자	아이티엠반도체	'084850	"2,835"	"27.9"
K	'섬유/의류	TBH글로벌	'084870	"261"	"49.2"
K	보험	미래에셋생명	'085620	"11,612"	"14.6"
K	'운송/창고	현대글로비스	'086280	"88,200"	"49.7"
Q	'기계/장비	비엠티	'086670	"869"	"37.1"
Q	화학	선진뷰티사이언스	'086710	"1,672"	"43.2"
Q	'오락/문화	쇼박스	'086980	"1,976"	"42.2"
Q	'전기/전자	픽셀플러스	'087600	"587"	"47.4"
K	보험	한화생명	'088350	"28,705"	"41.3"
Q	'운송장비/부품	이녹스	'088390	"694"	"30.7"
K	유통	진도	'088790	"244"	"49.2"
Q	'전기/전자	에이스테크	'088800	"1,805"	"48.3"
Q	'음식료/담배	동우팜투테이블	'088910	"561"	"47.4"
Q	IT 서비스	케이씨티	'089150	"742"	"42.5"
K	화학	HDC현대EP	'089470	"1,263"	"32.8"
K	'운송/창고	제주항공	'089590	"5,484"	"45.0"
K	일반서비스	롯데렌탈	'089860	"12,200"	"35.9"
Q	'기계/장비	코세스	'089890	"1,194"	"45.8"
K	'운송장비/부품	평화산업	'090080	"593"	"44.5"
K	화학	노루페인트	'090350	"1,854"	"48.2"
K	'섬유/의류	메타랩스	'090370	"349"	"44.3"
K	화학	아모레퍼시픽	'090430	"77,386"	"49.8"
Q	IT 서비스	현대이지웰	'090850	"1,544"	"48.8"
Q	'전기/전자	S&K폴리텍	'091340	"339"	"49.2"
Q	건설	남화토건	'091590	"531"	"41.1"
Q	IT 서비스	이크레더블	'092130	"1,941"	"32.2"
Q	'전기/전자	서울바이오시스	'092190	"1,488"	"30.0"
K	화학	KPX홀딩스	'092230	"2,843"	"18.8"
K	'기계/장비	기신정기	'092440	"745"	"28.9"
Q	'운송장비/부품	한라IMS	'092460	"1,663"	"39.5"
K	'운송장비/부품	DYP	'092780	"597"	"39.3"
K	금속	넥스틸	'092790	"3,796"	"37.6"
K	'섬유/의류	LF	'093050	"5,079"	"37.3"
Q	'전기/전자	빅솔론	'093190	"1,154"	"28.3"
Q	유통	매커스	'093520	"2,412"	"42.8"
Q	'전기/전자	서원인텍	'093920	"1,088"	"47.7"
K	일반서비스	효성ITX	'094280	"1,438"	"27.2"
Q	IT 서비스	갤럭시아머니트리	'094480	"4,963"	"45.4"
Q	'전기/전자	슈프리마에이치큐	'094840	"842"	"45.7"
Q	유통	ISC	'095340	"11,234"	"47.7"
K	일반서비스	AJ네트웍스	'095570	"1,760"	"43.1"
K	일반서비스	웅진씽크빅	'095720	"2,040"	"37.2"
K	금융	JW홀딩스	'096760	"3,060"	"42.0"
K	화학	SK이노베이션	'096770	"139,858"	"37.5"
K	건설	HJ중공업	'097230	"6,104"	"37.3"
Q	화학	효성오앤비	'097870	"621"	"49.2"
Q	'기계/장비	한텍	'098070	"4,243"	"30.6"
Q	'섬유/의류	에스티오	'098660	"287"	"26.1"
Q	IT 서비스	인지소프트	'100030	"553"	"45.4"
Q	금속	동국S&C	'100130	"1,629"	"47.5"
K	'오락/문화	비상교육	'100220	"933"	"39.7"
K	화학	진양홀딩스	'100250	"1,819"	"32.7"
Q	'전기/전자	머큐리	'100590	"529"	"45.5"
Q	'기계/장비	서암기계공업	'100660	"470"	"40.7"
Q	제약	세운메디칼	'100700	"1,130"	"46.1"
Q	금융	미래에셋벤처투자	'100790	"3,554"	"31.1"
K	'기계/장비	SNT에너지	'100840	"8,676"	"30.3"
K	유통	인바이오젠	'101140	"1,274"	"20.5"
Q	'기계/장비	우림피티에스	'101170	"684"	"43.3"
K	'음식료/담배	해태제과식품	'101530	"2,032"	"28.4"
Q	'기계/장비	한국정밀기계	'101680	"208"	"46.8"
Q	IT 서비스	위메이드맥스	'101730	"7,116"	"24.7"
Q	'운송장비/부품	인화정공	'101930	"3,846"	"46.8"
Q	금속	우양에이치씨	'101970	"2,285"	"23.5"
Q	유통	케이옥션	'102370	"1,110"	"42.9"
K	제약	이연제약	'102460	"2,078"	"44.3"
Q	'기계/장비	에스앤더블류	'103230	"243"	"49.4"
K	'전기/전자	일진전기	'103590	"15,116"	"46.6"
Q	IT 서비스	NHN벅스	'104200	"457"	"45.9"
Q	'기계/장비	디와이피엔에프	'104460	"1,765"	"42.2"
K	금속	한국철강	'104700	"3,579"	"24.3"
Q	'운송장비/부품	케이엔더블유	'105330	"673"	"42.1"
K	'섬유/의류	한세실업	'105630	"4,292"	"32.8"
K	금융	미원홀딩스	'107590	"1,798"	"23.3"
Q	화학	새빗켐	'107600	"884"	"42.5"
Q	'운송장비/부품	대양전기공업	'108380	"2,110"	"34.1"
Q	'섬유/의류	씨싸이트	'109670	"368"	"22.9"
Q	금속	동일금속	'109860	"770"	"33.5"
Q	유통	AP헬스케어	'109960	"651"	"21.4"
Q	'섬유/의류	크리스에프앤씨	'110790	"1,132"	"47.6"
K	'섬유/의류	동인기연	'111380	"913"	"26.6"
Q	'오락/문화	남화산업	'111710	"1,075"	"14.8"
K	유통	영원무역	'111770	"26,277"	"45.3"
K	'오락/문화	GKL	'114090	"9,285"	"49.0"
Q	통신	인포바인	'115310	"1,292"	"28.5"
Q	IT 서비스	케이씨에스	'115500	"1,254"	"33.3"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	화학	스타플렉스	'115570	"247"	"48.9"
K	'전기/가스	대성에너지	'117580	"2,797"	"26.1"
K	'기계/장비	KC코트렐	'119650	"1,008"	"99.7"
K	금속	조선선재	'120030	"1,279"	"22.7"
Q	화학	대정화금	'120240	"1,057"	"48.3"
Q	유통	골프존홀딩스	'121440	"2,416"	"36.0"
Q	'오락/문화	KX	'122450	"1,854"	"40.9"
Q	'운송장비/부품	서진오토모티브	'122690	"536"	"40.0"
Q	'운송장비/부품	엠에스오토텍	'123040	"1,657"	"31.4"
K	유통	한국화장품	'123690	"1,149"	"49.3"
K	'운송장비/부품	SJM	'123700	"533"	"47.0"
Q	'기계/장비	뉴온	'123840	"390"	"38.7"
K	금융	한국자산신탁	'123890	"2,998"	"45.3"
Q	'전기/전자	티씨머티리얼즈	'125020	"1,917"	"33.2"
K	통신	현대퓨처넷	'126560	"3,565"	"21.0"
Q	화학	BGF에코머티리얼즈	'126600	"1,877"	"27.0"
K	건설	수산인더스트리	'126720	"3,714"	"27.2"
Q	'전기/전자	코칩	'126730	"1,051"	"27.5"
Q	일반서비스	제이에스링크	'127120	"2,560"	"50.0"
Q	IT 서비스	아시아경제	'127710	"421"	"46.4"
Q	'전기/전자	화인써키트	'127980	"719"	"16.7"
Q	'운송장비/부품	에코캡	'128540	"444"	"49.1"
Q	금속	피제이메탈	'128660	"761"	"35.8"
K	유통	대성산업	'128820	"2,011"	"40.0"
K	제약	한미약품	'128940	"38,305"	"48.4"
K	'운송/창고	인터지스	'129260	"826"	"37.6"
Q	'기계/장비	대성하이텍	'129920	"905"	"47.6"
Q	'섬유/의류	GH신소재	'130500	"400"	"49.3"
Q	'오락/문화	티엔엔터테인먼트	'131100	"442"	"41.0"
Q	'의료/정밀기기	티에스이	'131290	"4,414"	"36.2"
K	화학	미원화학	'134380	"1,759"	"24.3"
Q	IT 서비스	탑코미디어	'134580	"894"	"28.4"
K	제조	시디즈	'134790	"615"	"25.2"
Q	'기계/장비	원일티엔아이	'136150	"2,317"	"31.4"
Q	화학	아셈스	'136410	"941"	"46.5"
Q	'음식료/담배	하림	'136480	"3,346"	"41.1"
K	'음식료/담배	선진	'136490	"2,437"	"49.9"
Q	IT 서비스	윈스테크넷	'136540	"1,514"	"43.2"
K	'의료/정밀기기	에스디바이오센서	'137310	"13,916"	"26.6"
K	금융	메리츠금융지주	'138040	"198,196"	"40.4"
Q	금속	신진에스엠	'138070	"422"	"46.5"
K	화학	코오롱ENP	'138490	"2,546"	"33.2"
Q	유통	서플러스글로벌	'140070	"917"	"36.4"
Q	IT 서비스	카티스	'140430	"500"	"35.7"
Q	금속	대창스틸	'140520	"497"	"34.1"
Q	제약	녹십자엠에스	'142280	"920"	"48.0"
Q	'전기/전자	아이디스	'143160	"1,632"	"42.7"
K	'운송장비/부품	핸즈코퍼레이션	'143210	"361"	"35.6"
Q	IT 서비스	사람인	'143240	"1,829"	"42.0"
Q	제약	휴젤	'145020	"43,802"	"45.7"
Q	'섬유/의류	노브랜드	'145170	"891"	"46.2"
K	'음식료/담배	삼양사	'145990	"5,476"	"29.4"
Q	금속	율촌	'146060	"331"	"45.9"
Q	'전기/전자	비씨엔씨	'146320	"1,162"	"42.0"
Q	'의료/정밀기기	하이로닉	'149980	"946"	"32.3"
Q	'운송장비/부품	KG에코솔루션	'151860	"2,951"	"39.2"
Q	IT 서비스	네이블	'153460	"502"	"30.2"
K	금속	DSR	'155660	"637"	"37.5"
Q	'기계/장비	아스플로	'159010	"549"	"40.1"
Q	유통	제로투세븐	'159580	"1,030"	"42.2"
Q	'전기/전자	하이젠알앤엠	'160190	"11,120"	"15.1"
K	화학	애경케미칼	'161000	"4,914"	"36.9"
Q	금속	신스틸	'162300	"923"	"22.6"
K	화학	동일고무벨트	'163560	"1,041"	"30.2"
Q	일반서비스	엠브레인	'169330	"412"	"33.1"
Q	'운송장비/부품	현대공업	'170030	"881"	"46.1"
Q	'기계/장비	선익시스템	'171090	"3,390"	"44.2"
Q	화학	라이온켐텍	'171120	"849"	"42.7"
Q	제약	듀켐바이오	'176750	"3,102"	"38.0"
K	화학	PI첨단소재	'178920	"5,227"	"45.7"
Q	'의료/정밀기기	엠아이텍	'179290	"2,518"	"46.9"
K	IT 서비스	NHN	'181710	"9,640"	"37.4"
Q	'오락/문화	큐브엔터	'182360	"2,660"	"39.0"
K	비금속	아세아시멘트	'183190	"4,470"	"33.5"
Q	IT 서비스	포시에스	'189690	"634"	"45.8"
Q	'음식료/담배	흥국에프엔비	'189980	"781"	"45.5"
Q	금융	코리아에셋투자증권	'190650	"475"	"44.4"
K	IT 서비스	더블유게임즈	'192080	"10,855"	"48.5"
K	금융	쿠쿠홀딩스	'192400	"10,953"	"22.5"
K	'섬유/의류	제이에스코퍼레이션	'194370	"3,065"	"42.2"
Q	'전기/전자	엔피디	'198080	"528"	"35.7"
Q	비금속	강동씨앤엘	'198440	"729"	"30.8"
Q	'의료/정밀기기	케이엔알시스템	'199430	"756"	"49.0"
Q	'전기/전자	제일일렉트릭	'199820	"2,093"	"39.5"
Q	제약	콜마비앤에이치	'200130	"4,295"	"42.6"
Q	'전기/전자	에이팩트	'200470	"957"	"44.7"
K	'운송장비/부품	서연이화	'200880	"3,243"	"42.9"
Q	'전기/전자	제이앤티씨	'204270	"10,916"	"32.0"
Q	IT 서비스	미스터블루	'207760	"1,464"	"45.7"
K	제약	삼성바이오로직스	'207940	"725,263"	"25.4"
Q	'음식료/담배	정다운	'208140	"881"	"49.5"
Q	제약	파멥신	'208340	"2,338"	"32.8"
Q	IT 서비스	지란지교시큐리티	'208350	"249"	"36.5"
Q	IT 서비스	엔지스테크널러지	'208860	"749"	"31.9"
K	부동산	SK디앤디	'210980	"1,858"	"37.3"
Q	금융	인카금융서비스	'211050	"5,611"	"49.2"
Q	'운송장비/부품	네오오토	'212560	"652"	"48.3"
Q	'의료/정밀기기	클래시스	'214150	"39,303"	"32.2"
Q	제약	케어젠	'214370	"17,726"	"26.5"
시장	업종구분	종목명	종목코드	시가총액	유통비율
K	제약	경보제약	'214390	"1,210"	"38.2"
K	화학	토니모리	'214420	"2,290"	"46.2"
Q	IT 서비스	넵튠	'217270	"3,853"	"45.0"
Q	화학	에스디생명공학	'217480	"548"	"27.1"
Q	'음식료/담배	미래생명자원	'218150	"841"	"43.6"
Q	'의료/정밀기기	한국비티비	'219750	"813"	"19.0"
Q	화학	케이디켐	'221980	"464"	"21.1"
Q	'음식료/담배	한국맥널티	'222980	"418"	"42.8"
Q	일반서비스	드림씨아이에스	'223250	"794"	"28.3"
Q	유통	딥마인드	'223310	"636"	"35.5"
Q	'의료/정밀기기	LK삼양	'225190	"1,398"	"32.0"
Q	비금속	보광산업	'225530	"1,435"	"31.5"
Q	IT 서비스	넥슨게임즈	'225570	"11,091"	"33.2"
K	화학	잇츠한불	'226320	"2,851"	"18.8"
K	유통	현대코퍼레이션홀딩스	'227840	"1,149"	"47.6"
Q	비금속	동양파일	'228340	"406"	"40.0"
Q	'의료/정밀기기	레이언스	'228850	"1,150"	"30.0"
K	금융	LS에코에너지	'229640	"10,443"	"29.3"
Q	일반서비스	에코마케팅	'230360	"2,719"	"47.3"
Q	'기계/장비	와이씨	'232140	"8,114"	"45.6"
Q	IT 서비스	헥토파이낸셜	'234340	"2,217"	"48.2"
Q	'전기/전자	자이글	'234920	"585"	"30.5"
Q	일반서비스	플레이디	'237820	"661"	"25.0"
Q	화학	클리오	'237880	"2,969"	"35.9"
Q	IT 서비스	이스트에이드	'239340	"637"	"48.0"
Q	'음식료/담배	에이치엘사이언스	'239610	"686"	"30.5"
Q	'의료/정밀기기	동방메디컬	'240550	"2,713"	"43.9"
K	'섬유/의류	화승엔터프라이즈	'241590	"4,453"	"31.4"
Q	'운송장비/부품	유니테크노	'241690	"734"	"35.4"
Q	'전기/전자	메카로	'241770	"1,284"	"45.3"
Q	'전기/전자	신흥에스이씨	'243840	"1,527"	"42.8"
Q	'전기/전자	에코프로비엠	'247540	"89,977"	"48.3"
K	'음식료/담배	샘표식품	'248170	"1,213"	"40.3"
Q	유통	보라티알	'250000	"695"	"27.2"
K	IT 서비스	넷마블	'251270	"49,939"	"36.7"
Q	'기계/장비	브이원텍	'251630	"756"	"48.8"
Q	화학	펌텍코리아	'251970	"7,043"	"39.3"
Q	'전기/전자	샘씨엔에스	'252990	"2,753"	"34.6"
Q	'오락/문화	스튜디오드래곤	'253450	"15,751"	"45.2"
Q	'기계/장비	네오셈	'253590	"4,146"	"44.5"
Q	유통	미래반도체	'254490	"2,112"	"26.4"
Q	'기계/장비	야스	'255440	"872"	"44.8"
Q	금속	포인트엔지니어링	'256630	"677"	"49.6"
Q	화학	씨티케이	'260930	"850"	"46.9"
Q	'전기/전자	덕우전자	'263600	"760"	"43.0"
Q	금속	유에스티	'263770	"492"	"28.1"
Q	유통	데이타솔루션	'263800	"773"	"33.9"
Q	기타제조	휴엠앤씨	'263920	"445"	"37.3"
K	'음식료/담배	크라운제과	'264900	"1,123"	"34.3"
Q	'운송장비/부품	영화테크	'265560	"863"	"47.4"
Q	화학	엔에프씨	'265740	"635"	"47.2"
K	'전기/가스	경동도시가스	'267290	"1,171"	"48.6"
Q	'섬유/의류	배럴	'267790	"355"	"49.8"
K	IT 서비스	아시아나IDT	'267850	"1,283"	"23.6"
Q	'음식료/담배	매일유업	'267980	"2,965"	"35.9"
K	화학	미원에스씨	'268280	"7,640"	"13.3"
Q	'음식료/담배	뉴트리	'270870	"493"	"42.8"
Q	'기계/장비	팸텍	'271830	"479"	"46.0"
K	'운송장비/부품	일진하이솔루스	'271940	"5,255"	"29.7"
K	제약	제일약품	'271980	"1,926"	"36.8"
K	'전기/전자	한화시스템	'272210	"102,772"	"37.7"
K	'운송/창고	진에어	'272450	"4,740"	"41.9"
K	화학	삼양패키징	'272550	"2,054"	"36.9"
Q	'전기/전자	와이엠텍	'273640	"1,097"	"43.0"
Q	IT 서비스	에스에스알	'275630	"189"	"46.9"
Q	금융	린드먼아시아	'277070	"711"	"19.5"
Q	화학	천보	'278280	"4,100"	"34.3"
K	'음식료/담배	롯데웰푸드	'280360	"11,193"	"24.9"
K	'의료/정밀기기	케이씨텍	'281820	"5,421"	"40.8"
K	유통	BGF리테일	'282330	"19,669"	"47.7"
Q	건설	금양그린파워	'282720	"1,281"	"40.1"
K	일반서비스	쿠쿠홈시스	'284740	"6,047"	"29.8"
Q	기타제조	노바텍	'285490	"1,899"	"34.1"
Q	화학	진영	'285800	"400"	"38.9"
K	IT 서비스	롯데이노베이트	'286940	"2,926"	"33.0"
Q	IT 서비스	트윔	'290090	"585"	"27.5"
Q	'운송장비/부품	DH오토리드	'290120	"442"	"31.9"
Q	IT 서비스	휴네시온	'290270	"351"	"48.7"
Q	'기계/장비	신도기연	'290520	"279"	"37.9"
Q	'전기/전자	디케이티	'290550	"1,318"	"49.5"
Q	IT 서비스	신시웨이	'290560	"252"	"36.3"
Q	'전기/전자	대보마그네틱	'290670	"1,454"	"49.2"
Q	유통	푸드나무	'290720	"511"	"29.8"
K	제약	하나제약	'293480	"2,133"	"37.1"
Q	IT 서비스	카카오게임즈	'293490	"14,394"	"45.4"
Q	금융	나우IB	'293580	"1,430"	"35.0"
Q	화학	레몬	'294140	"903"	"46.2"
Q	'기계/장비	씨에스베어링	'297090	"2,198"	"42.4"
K	화학	효성화학	'298000	"1,475"	"47.4"
Q	유통	더블유에스아이	'299170	"536"	"34.0"
K	비금속	한일시멘트	'300720	"12,758"	"24.3"
K	제약	SK바이오사이언스	'302440	"35,149"	"31.0"
Q	제약	동국생명과학	'303810	"1,436"	"32.1"
Q	'섬유/의류	에스제이그룹	'306040	"406"	"40.0"
K	금속	세아제강	'306200	"4,467"	"35.1"
Q	'기계/장비	네온테크	'306620	"1,082"	"46.1"
Q	제약	국전약품	'307750	"1,876"	"37.4"
Q	금융	컴퍼니케이	'307930	"958"	"28.6"
시장	업종구분	종목명	종목코드	시가총액	유통비율
K	IT 서비스	현대오토에버	'307950	"39,216"	"24.5"
Q	금융	LB인베스트먼트	'309960	"1,228"	"19.5"
Q	'전기/전자	지오엘리먼트	'311320	"843"	"27.8"
Q	일반서비스	CJ 바이오사이언스	'311690	"1,266"	"34.5"
Q	'전기/전자	에이에프더블류	'312610	"264"	"46.0"
Q	제약	알피바이오	'314140	"497"	"42.2"
K	부동산	자이에스앤디	'317400	"1,429"	"43.8"
Q	'오락/문화	캐리소프트	'317530	"547"	"43.5"
Q	'기계/장비	에스피시스템스	'317830	"777"	"46.1"
Q	'음식료/담배	팜스빌	'318010	"302"	"32.2"
Q	'기계/장비	현대무벡스	'319400	"4,832"	"41.7"
Q	'전기/전자	프로이천	'321260	"615"	"38.4"
Q	IT 서비스	아티스트컴퍼니	'321820	"1,840"	"41.9"
K	'전기/전자	HD현대에너지솔루션	'322000	"5,398"	"45.2"
Q	'기계/장비	오로스테크놀로지	'322310	"2,061"	"43.3"
Q	'오락/문화	코퍼스코리아	'322780	"421"	"41.8"
K	일반서비스	SK바이오팜	'326030	"70,717"	"35.8"
Q	'전기/전자	RF머트리얼즈	'327260	"524"	"41.8"
Q	IT 서비스	솔트웨어	'328380	"385"	"39.8"
K	'운송장비/부품	HD현대중공업	'329180	"379,505"	"25.2"
Q	제약	위더스제약	'330350	"1,046"	"43.9"
Q	금융	스톤브릿지벤처스	'330730	"809"	"31.6"
Q	화학	누보	'332290	"400"	"39.6"
Q	'전기/전자	아이디피	'332370	"654"	"31.9"
Q	IT 서비스	모코엠시스	'333050	"359"	"49.1"
Q	'운송장비/부품	일승	'333430	"1,420"	"25.6"
Q	'전기/전자	엔시스	'333620	"737"	"41.9"
Q	제약	프레스티지바이오로직스	'334970	"2,841"	"39.5"
Q	유통	윙스풋	'335870	"393"	"47.1"
K	'전기/전자	솔루스첨단소재	'336370	"5,961"	"46.7"
Q	'의료/정밀기기	원텍	'336570	"9,302"	"47.6"
Q	IT 서비스	젝시믹스	'337930	"1,772"	"49.7"
K	유통	교촌에프앤비	'339770	"2,668"	"29.2"
Q	일반서비스	아이비김영	'339950	"957"	"31.8"
Q	화학	세림B&G	'340440	"389"	"37.6"
Q	IT 서비스	스피어	'347700	"3,696"	"33.7"
Q	일반서비스	피엔케이피부임상연구센타	'347740	"891"	"36.8"
Q	'의료/정밀기기	엠투아이	'347890	"978"	"37.2"
Q	'의료/정밀기기	위드텍	'348350	"787"	"35.5"
Q	IT 서비스	이삭엔지니어링	'351330	"623"	"43.4"
Q	일반서비스	차이커뮤니케이션	'351870	"826"	"30.7"
Q	화학	스톰테크	'352090	"1,014"	"26.4"
Q	화학	씨앤씨인터내셔널	'352480	"3,275"	"33.8"
Q	화학	씨앤투스	'352700	"686"	"48.5"
Q	'음식료/담배	이지바이오	'353810	"1,681"	"48.5"
Q	IT 서비스	엑스게이트	'356680	"2,446"	"31.4"
Q	IT 서비스	싸이버원	'356890	"417"	"44.1"
Q	'음식료/담배	에이치피오	'357230	"1,067"	"26.0"
Q	'전기/전자	아모센스	'357580	"771"	"35.0"
Q	일반서비스	씨엔알리서치	'359090	"593"	"34.7"
Q	'전기/전자	탑머티리얼	'360070	"1,946"	"39.8"
K	'전기/전자	SK아이이테크놀로지	'361610	"16,256"	"37.8"
Q	유통	청담글로벌	'362320	"1,244"	"49.1"
Q	일반서비스	드림인사이트	'362990	"365"	"37.8"
Q	일반서비스	모비데이즈	'363260	"562"	"49.3"
K	금융	티와이홀딩스	'363280	"1,543"	"36.6"
Q	금속	에스와이스틸텍	'365330	"1,662"	"41.3"
Q	'섬유/의류	공구우먼	'366030	"911"	"33.5"
Q	'전기/전자	아이씨에이치	'368600	"481"	"41.9"
Q	'오락/문화	블리츠웨이엔터테인먼트	'369370	"707"	"47.7"
Q	'전기/전자	풍원정밀	'371950	"2,230"	"23.7"
Q	'기계/장비	윤성에프앤씨	'372170	"2,202"	"41.3"
Q	IT 서비스	아이티아이즈	'372800	"411"	"36.4"
Q	IT 서비스	엠아이큐브솔루션	'373170	"428"	"30.6"
K	'전기/전자	LG에너지솔루션	'373220	"692,640"	"17.6"
Q	기타제조	피코그램	'376180	"518"	"40.4"
Q	'전기/전자	씨유테크	'376290	"607"	"30.6"
Q	IT 서비스	디어유	'376300	"12,391"	"49.1"
K	금융	카카오페이	'377300	"81,355"	"21.0"
K	제약	바이오노트	'377740	"5,235"	"25.6"
K	'운송장비/부품	화승알앤에이	'378850	"620"	"44.0"
Q	'기계/장비	제닉스	'381620	"944"	"47.4"
K	유통	케이카	'381970	"7,704"	"27.4"
Q	일반서비스	온코크로스	'382150	"1,505"	"39.8"
Q	'기계/장비	지아이텍	'382480	"848"	"40.9"
Q	'전기/전자	범한퓨얼셀	'382900	"1,546"	"45.0"
K	'섬유/의류	F&F	'383220	"28,577"	"35.3"
Q	'기계/장비	유일로보틱스	'388720	"8,658"	"49.0"
Q	'전기/전자	라이콤	'388790	"805"	"39.1"
Q	'전기/전자	자람테크놀로지	'389020	"2,619"	"42.3"
Q	건설	대명에너지	'389260	"4,910"	"24.5"
Q	IT 서비스	유디엠텍	'389680	"272"	"47.1"
Q	'기계/장비	코닉오토메이션	'391710	"681"	"28.2"
Q	'기계/장비	워트	'396470	"1,299"	"41.7"
Q	'전기/전자	그린리소스	'402490	"1,172"	"47.6"
Q	'의료/정밀기기	플라즈맵	'405000	"348"	"36.2"
Q	일반서비스	큐알티	'405100	"1,582"	"35.5"
Q	유통	나라셀라	'405920	"327"	"42.1"
Q	화학	뷰티스킨	'406820	"445"	"47.6"
Q	'오락/문화	스튜디오미르	'408900	"1,056"	"31.8"
Q	일반서비스	메쎄이상	'408920	"1,003"	"16.2"
Q	IT 서비스	샌즈랩	'411080	"1,293"	"40.4"
Q	'기계/장비	제일엠앤에스	'412540	"811"	"48.0"
Q	'기계/장비	엠오티	'413390	"904"	"44.8"
Q	화학	씨피시스템	'413630	"503"	"26.7"
Q	IT 서비스	비아이매트릭스	'413640	"1,059"	"40.7"
Q	유통	스튜디오삼익	'415380	"352"	"43.0"
Q	'운송장비/부품	신성에스티	'416180	"3,042"	"36.8"
Q	'기계/장비	나노팀	'417010	"1,159"	"47.2"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	화학	제이아이테크	'417500	"1,190"	"37.0"
Q	IT 서비스	오브젠	'417860	"696"	"43.2"
Q	'기계/장비	모델솔루션	'417970	"704"	"36.5"
Q	'운송장비/부품	삼기에너지솔루션즈	'419050	"994"	"48.7"
Q	IT 서비스	산돌	'419120	"629"	"46.5"
Q	화학	제이투케이바이오	'420570	"598"	"38.0"
Q	'기계/장비	기가비스	'420770	"3,511"	"34.7"
Q	IT 서비스	벨로크	'424760	"182"	"47.8"
Q	일반서비스	이뮨온시아	'424870	"4,030"	"29.8"
Q	'전기/전자	티에프이	'425420	"2,868"	"32.4"
Q	IT 서비스	한싹	'430690	"582"	"41.7"
Q	IT 서비스	케이쓰리아이	'431190	"387"	"49.2"
Q	'기계/장비	케이엔에스	'432470	"927"	"30.2"
Q	'음식료/담배	에르코스	'435570	"1,327"	"19.2"
Q	'운송장비/부품	삼현	'437730	"4,401"	"29.4"
Q	화학	마녀공장	'439090	"2,943"	"48.1"
Q	금융	HB인베스트먼트	'440290	"568"	"43.4"
K	일반서비스	HD현대마린솔루션	'443060	"89,569"	"31.0"
Q	일반서비스	레뷰코퍼레이션	'443250	"1,277"	"43.1"
Q	화학	퓨릿	'445180	"989"	"49.9"
K	'종이/목재	유니드비티플러스	'446070	"458"	"46.9"
Q	'전기/전자	메가터치	'446540	"828"	"42.6"
Q	일반서비스	에코아이	'448280	"3,654"	"24.9"
Q	'운송장비/부품	한국피아이엠	'448900	"915"	"43.0"
K	'전기/전자	에코프로머티	'450080	"30,421"	"48.9"
K	유통	코오롱모빌리티그룹	'450140	"1,394"	"21.3"
Q	제약	하스	'450330	"695"	"37.3"
Q	IT 서비스	인스웨이브	'450520	"623"	"37.4"
Q	화학	삐아	'451250	"1,125"	"35.4"
Q	'기계/장비	제이엔비	'452160	"548"	"27.8"
K	유통	한화갤러리아	'452260	"2,479"	"45.3"
Q	금속	한선엔지니어링	'452280	"1,278"	"30.5"
Q	'운송장비/부품	이닉스	'452400	"764"	"29.6"
Q	'기계/장비	피아이이	'452450	"2,970"	"49.2"
K	유통	현대그린푸드	'453340	"5,815"	"47.3"
Q	화학	에이에스텍	'453860	"1,123"	"47.1"
K	'기계/장비	두산로보틱스	'454910	"32,864"	"30.2"
