시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	유통	CJ프레시웨이	'051500	"3,300"	"52.1"
K	화학	LG생활건강	'051900	"52,243"	"59.8"
K	화학	LG화학	'051910	"147,185"	"65.0"
Q	'전기/전자	중앙첨단소재	'051980	"2,560"	"72.1"
Q	화학	현대바이오랜드	'052260	"1,527"	"65.0"
Q	유통	오션인더블유	'052300	"468"	"66.9"
Q	IT 서비스	코나아이	'052400	"10,165"	"59.4"
Q	화학	오성첨단소재	'052420	"1,368"	"69.0"
Q	IT 서비스	아이크래프트	'052460	"366"	"60.0"
Q	통신	한네트	'052600	"538"	"54.5"
Q	제약	제일바이오	'052670	"606"	"67.7"
Q	'전기/전자	아모텍	'052710	"1,349"	"72.5"
Q	IT 서비스	아이톡시	'052770	"459"	"70.5"
Q	'전기/전자	아이앤씨	'052860	"334"	"60.2"
Q	화학	KX하이텍	'052900	"545"	"65.3"
Q		지에스이	'053050	"1,042"	"54.8"
Q	'운송장비/부품	세동	'053060	"235"	"71.7"
Q	'전기/전자	프리엠스	'053160	"537"	"57.0"
Q	'오락/문화	NE능률	'053290	"440"	"51.7"
Q	IT 서비스	웹케시	'053580	"2,630"	"59.4"
Q	'기계/장비	프로텍	'053610	"2,701"	"51.3"
K	일반서비스	한미글로벌	'053690	"1,896"	"72.0"
Q	'운송장비/부품	삼보모터스	'053700	"965"	"58.2"
Q	IT 서비스	안랩	'053800	"7,177"	"50.0"
Q	IT 서비스	오상자이엘	'053980	"719"	"63.2"
Q	기타제조	삼진엘앤디	'054090	"194"	"74.9"
Q	'전기/전자	이랜텍	'054210	"1,386"	"59.9"
Q	'기계/장비	팬스타엔터프라이즈	'054300	"744"	"52.6"
Q	'전기/전자	텔레칩스	'054450	"2,079"	"66.9"
Q	금융	APS	'054620	"1,086"	"50.8"
Q	제약	대한뉴팜	'054670	"1,203"	"57.4"
Q	'오락/문화	키이스트	'054780	"819"	"66.2"
Q	IT 서비스	한컴위드	'054920	"917"	"58.3"
Q	'기계/장비	제이브이엠	'054950	"2,938"	"56.1"
K	화학	테이팩스	'055490	"656"	"54.4"
Q	'의료/정밀기기	시지메드텍	'056090	"973"	"68.1"
Q	'전기/전자	코위버	'056360	"556"	"64.5"
Q	일반서비스	YBM넷	'057030	"587"	"50.9"
Q	IT 서비스	티사이언티픽	'057680	"878"	"67.0"
Q	'의료/정밀기기	멕아이씨에스	'058110	"367"	"71.2"
Q	'오락/문화	KNN	'058400	"1,044"	"60.5"
Q	'전기/전자	리노공업	'058470	"36,467"	"64.9"
Q	'전기/전자	에스피지	'058610	"5,666"	"61.0"
K	금속	다스코	'058730	"612"	"58.3"
Q	제약	CMG제약	'058820	"3,176"	"74.9"
K	IT 서비스	KTcs	'058850	"1,214"	"58.4"
K	IT 서비스	KTis	'058860	"1,018"	"58.7"
Q	IT 서비스	엠로	'058970	"6,242"	"58.9"
Q	'전기/전자	미코	'059090	"4,725"	"71.9"
Q	'전기/전자	아이컴포넌트	'059100	"357"	"67.2"
Q	'전기/전자	아진엑스텍	'059120	"650"	"61.0"
Q	금속	해성에어로보틱스	'059270	"645"	"66.8"
Q	금융	NHN KCP	'060250	"3,586"	"50.7"
Q	화학	뉴보텍	'060260	"238"	"74.6"
Q	유통	큐렉소	'060280	"4,023"	"69.1"
Q	금속	국일신동	'060480	"202"	"57.5"
Q	'의료/정밀기기	에스에이티	'060540	"358"	"59.2"
Q	제약	씨티씨바이오	'060590	"1,630"	"56.5"
Q	'전기/전자	KH바텍	'060720	"2,396"	"70.2"
Q	IT 서비스	영림원소프트랩	'060850	"448"	"69.8"
K	금융	HL홀딩스	'060980	"3,762"	"62.2"
Q	제약	화일약품	'061250	"1,036"	"55.2"
Q	'전기/전자	LB세미콘	'061970	"2,079"	"72.3"
Q	IT 서비스	컴투스홀딩스	'063080	"2,209"	"65.1"
K	제약	종근당바이오	'063160	"1,289"	"60.8"
Q	유통	서울옥션	'063170	"1,694"	"65.2"
Q	'출판/매체복제	SM Life Design	'063440	"722"	"70.7"
Q	일반서비스	NICE인프라	'063570	"1,660"	"53.0"
Q	'의료/정밀기기	이엘피	'063760	"211"	"68.2"
K	'운송장비/부품	현대로템	'064350	"203,878"	"66.2"
Q	IT 서비스	브리지텍	'064480	"624"	"61.1"
Q	유통	포니링크	'064800	"1,738"	"73.7"
Q	'운송장비/부품	케이프	'064820	"2,006"	"69.4"
Q	IT 서비스	에프앤가이드	'064850	"876"	"52.0"
Q	'기계/장비	탑엔지니어링	'065130	"628"	"62.2"
Q	유통	비엘팜텍	'065170	"239"	"72.5"
Q	'전기/전자	신성델타테크	'065350	"22,125"	"65.8"
Q	IT 서비스	위세아이텍	'065370	"636"	"59.1"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'의료/정밀기기	빅텍	'065450	"1,382"	"73.7"
Q	'운송장비/부품	오리엔트정공	'065500	"1,506"	"74.7"
Q	'의료/정밀기기	휴비츠	'065510	"955"	"63.4"
Q	'전기/전자	삼영이엔씨	'065570	"123"	"66.1"
Q	유통	하이퍼코퍼레이션	'065650	"244"	"56.6"
Q	'전기/전자	우주일렉트로	'065680	"3,049"	"54.1"
Q	화학	파커스	'065690	"150"	"51.1"
Q	'전기/전자	CS	'065770	"214"	"71.2"
Q	'전기/전자	큐에스아이	'066310	"723"	"66.6"
K	'전기/전자	LG전자	'066570	"118,154"	"64.3"
K	'전기/전자	엘앤에프	'066970	"18,013"	"68.8"
Q	일반서비스	한성크린텍	'066980	"761"	"58.9"
Q	IT 서비스	조이시티	'067000	"1,221"	"57.8"
Q	IT 서비스	이씨에스	'067010	"356"	"62.2"
Q	제약	대화제약	'067080	"2,878"	"65.2"
Q	IT 서비스	SOOP	'067160	"10,276"	"66.8"
Q	'운송장비/부품	오텍	'067170	"381"	"62.8"
Q	제약	JW신약	'067290	"907"	"69.0"
Q	'전기/전자	하나마이크론	'067310	"7,648"	"73.6"
Q	제약	선바이오	'067370	"959"	"66.0"
Q	'운송장비/부품	엔브이에이치코리아	'067570	"978"	"58.4"
Q	'전기/전자	세진티에스	'067770	"204"	"51.2"
Q	일반서비스	와이엔텍	'067900	"1,287"	"52.2"
Q	IT 서비스	이글루	'067920	"610"	"71.5"
Q	유통	도이치모터스	'067990	"1,335"	"59.7"
Q	'오락/문화	팬엔터테인먼트	'068050	"623"	"61.7"
Q	'기계/장비	케이웨더	'068100	"360"	"50.7"
K	제약	셀트리온	'068270	"357,661"	"66.1"
Q	'기계/장비	일신바이오	'068330	"732"	"63.3"
Q	'기계/장비	DMS	'068790	"1,499"	"64.2"
Q	'전기/전자	셀피글로벌	'068940	"298"	"73.4"
Q	IT 서비스	웹젠	'069080	"5,086"	"55.6"
Q	금속	누리플랜	'069140	"192"	"73.2"
K	화학	TKG휴켐스	'069260	"6,622"	"50.5"
Q	'전기/전자	유아이디	'069330	"173"	"65.3"
Q	IT 서비스	엔텔스	'069410	"512"	"70.7"
Q	유통	엑시온그룹	'069920	"731"	"59.5"
K	유통	현대백화점	'069960	"15,840"	"56.3"
Q	IT 서비스	한솔인티큐브	'070590	"263"	"56.2"
K	일반서비스	모나용평	'070960	"2,566"	"52.4"
K	금융	한국금융지주	'071050	"67,206"	"73.3"
Q	IT 서비스	인피니트헬스케어	'071200	"1,798"	"52.8"
Q	'기계/장비	로체시스템즈	'071280	"2,062"	"53.9"
Q	'기계/장비	에이테크솔루션	'071670	"623"	"66.3"
K	'기계/장비	HD현대마린엔진	'071970	"15,604"	"64.9"
Q	제약	중앙백신	'072020	"963"	"62.4"
Q	일반서비스	제넨바이오	'072520	"20"	"74.9"
Q	'오락/문화	메가스터디	'072870	"1,309"	"56.7"
Q	'전기/전자	빛샘전자	'072950	"386"	"62.0"
Q	일반서비스	에이치시티	'072990	"657"	"59.9"
Q	'전기/전자	이노와이어리스	'073490	"1,515"	"69.8"
Q	'전기/전자	에프알텍	'073540	"227"	"63.0"
Q	제약	아미노로직스	'074430	"834"	"68.2"
Q	비금속	원익QnC	'074600	"4,574"	"59.4"
Q	IT 서비스	플랜티넷	'075130	"514"	"70.3"
Q	건설	웰크론한텍	'076080	"386"	"63.7"
K	유통	유니퀘스트	'077500	"1,361"	"53.0"
Q	'기계/장비	HB테크놀러지	'078150	"1,775"	"69.1"
Q	제약	메디포스트	'078160	"3,733"	"59.2"
Q	IT 서비스	컴투스	'078340	"5,242"	"59.9"
Q	'운송장비/부품	휴림에이텍	'078590	"305"	"60.7"
Q	'전기/전자	대주전자재료	'078600	"10,713"	"69.3"
Q	'기계/장비	제우스	'079370	"4,175"	"58.1"
K	제조	현대리바트	'079430	"1,643"	"56.8"
K	금속	LIG넥스원	'079550	"115,720"	"60.8"
Q	IT 서비스	가비아	'079940	"3,100"	"70.0"
Q	'기계/장비	인베니아	'079950	"144"	"65.3"
Q	'전기/전자	동양이엔피	'079960	"1,859"	"55.9"
Q	IT 서비스	투비소프트	'079970	"68"	"72.6"
Q	'전기/전자	오디텍	'080520	"376"	"63.6"
Q	화학	코디	'080530	"677"	"70.1"
Q	제약	한국유니온제약	'080720	"216"	"68.8"
Q	금속	티플랙스	'081150	"781"	"68.1"
Q	'기계/장비	쎄크	'081180	"969"	"63.8"
Q	'전기/전자	성우전자	'081580	"493"	"56.6"
K	유통	미스토홀딩스	'081660	"20,282"	"56.0"
Q	'기계/장비	젬백스	'082270	"28,901"	"72.0"
K	'기계/장비	한화엔진	'082740	"24,492"	"67.1"
Q	제약	비보존 제약	'082800	"2,931"	"58.2"
Q	'음식료/담배	우리바이오	'082850	"1,168"	"63.1"
Q	'전기/전자	비츠로셀	'082920	"6,885"	"61.2"
Q	'기계/장비	엘오티베큠	'083310	"1,665"	"64.6"
Q	'기계/장비	GST	'083450	"3,452"	"73.3"
Q	화학	이엠앤아이	'083470	"165"	"72.8"
Q	'기계/장비	에프엔에스테크	'083500	"758"	"57.1"
Q	'섬유/의류	케이엠	'083550	"401"	"61.3"
Q	유통	인콘	'083640	"248"	"65.0"
Q	'기계/장비	비에이치아이	'083650	"13,461"	"59.7"
Q	'기계/장비	아바코	'083930	"1,933"	"66.2"
Q	'기계/장비	유진테크	'084370	"8,192"	"60.8"
Q	IT 서비스	유비온	'084440	"234"	"61.2"
Q	'전기/전자	팅크웨어	'084730	"1,025"	"51.6"
K	금속	엔케이	'085310	"658"	"68.2"
Q	'전기/전자	뉴프렉스	'085670	"1,098"	"68.5"
Q	IT 서비스	알티캐스트	'085810	"306"	"57.3"
Q	'운송장비/부품	네오티스	'085910	"453"	"52.2"
Q	유통	진바이오텍	'086060	"369"	"70.1"
Q	제약	동국제약	'086450	"7,778"	"53.5"
Q	금융	에코프로	'086520	"58,180"	"73.5"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	제약	이수앱지스	'086890	"1,862"	"65.8"
Q	제약	메디톡스	'086900	"11,845"	"71.7"
Q	IT 서비스	MDS테크	'086960	"1,244"	"74.3"
Q	'기계/장비	동아엘텍	'088130	"525"	"62.2"
Q	'운송장비/부품	이원컴포텍	'088290	"441"	"69.2"
Q	IT 서비스	유라클	'088340	"1,050"	"58.4"
Q	화학	켐트로닉스	'089010	"3,696"	"69.5"
Q	IT 서비스	THE E&M	'089230	"220"	"73.7"
Q	일반서비스	KT나스미디어	'089600	"1,886"	"54.5"
Q	'기계/장비	제이티	'089790	"441"	"60.7"
Q	IT 서비스	유비벨록스	'089850	"1,008"	"68.5"
Q	화학	상아프론테크	'089980	"2,836"	"55.2"
Q	'운송장비/부품	아이윈	'090150	"332"	"66.7"
Q	'기계/장비	로보스타	'090360	"2,364"	"66.6"
Q	금속	덕신이피씨	'090410	"726"	"66.1"
K	'전기/전자	비에이치	'090460	"4,367"	"68.0"
Q	'기계/장비	제이스텍	'090470	"643"	"60.5"
Q	'전기/전자	한울소재과학	'091440	"840"	"65.4"
Q	'전기/전자	상신이디피	'091580	"1,073"	"71.3"
Q	'전기/전자	파트론	'091700	"3,637"	"61.6"
K	'운송/창고	티웨이항공	'091810	"4,426"	"66.7"
Q	화학	나노캠텍	'091970	"269"	"67.1"
Q	화학	디엔에프	'092070	"1,481"	"68.1"
K	'운송장비/부품	디아이씨	'092200	"1,746"	"58.1"
K	'전기/전자	KEC	'092220	"1,606"	"68.7"
Q	'전기/전자	현우산업	'092300	"515"	"65.7"
Q	'전기/전자	앤씨앤	'092600	"176"	"64.3"
Q	화학	네오팜	'092730	"2,330"	"57.3"
Q	'기계/장비	엑시콘	'092870	"1,403"	"57.9"
K	유통	이아이디	'093230	"3,541"	"74.5"
K	'섬유/의류	형지엘리트	'093240	"950"	"71.2"
Q	IT 서비스	케이아이엔엑스	'093320	"4,299"	"59.2"
K	화학	후성	'093370	"5,652"	"54.0"
Q	금속	풍강	'093380	"266"	"66.4"
Q	'전기/전자	칩스앤미디어	'094360	"3,580"	"54.7"
Q	건설	일진파워	'094820	"1,782"	"61.6"
Q	일반서비스	참좋은여행	'094850	"882"	"53.5"
Q	'전기/전자	푸른기술	'094940	"747"	"74.1"
Q	'전기/전자	제이엠티	'094970	"396"	"59.8"
Q	금속	이엠코리아	'095190	"1,498"	"57.4"
Q	'의료/정밀기기	웨이브일렉트로	'095270	"808"	"66.0"
Q	화학	미래나노텍	'095500	"2,596"	"69.0"
Q	'기계/장비	테스	'095610	"4,823"	"59.4"
Q	IT 서비스	네오위즈	'095660	"5,191"	"51.7"
Q	유통	이트론	'096040	"2,456"	"70.1"
Q	일반서비스	크레버스	'096240	"1,586"	"51.3"
Q	IT 서비스	와이즈넛	'096250	"2,331"	"70.4"
Q	제약	씨젠	'096530	"16,895"	"58.1"
Q	'전기/전자	알에프세미	'096610	"516"	"71.5"
Q	'전기/전자	엘디티	'096870	"173"	"69.8"
K	'전기/전자	엠씨넥스	'097520	"4,863"	"61.6"
Q	'운송장비/부품	에코볼트	'097780	"799"	"57.7"
Q	'전기/전자	윈팩	'097800	"633"	"61.8"
K	'음식료/담배	CJ제일제당	'097950	"36,055"	"51.9"
Q	'의료/정밀기기	아이센스	'099190	"4,535"	"74.5"
Q	'운송장비/부품	쎄트렉아이	'099320	"5,530"	"61.7"
Q	IT 서비스	브레인즈컴퍼니	'099390	"487"	"55.3"
Q	'운송장비/부품	동방선기	'099410	"508"	"65.7"
Q	제약	바이오플러스	'099430	"4,350"	"67.9"
Q	'전기/전자	DGI	'099520	"581"	"58.0"
Q	IT 서비스	이지케어텍	'099750	"1,257"	"58.5"
K	금속	SK오션플랜트	'100090	"12,046"	"62.4"
Q	'의료/정밀기기	뷰웍스	'100120	"2,101"	"62.8"
Q	'전기/전자	월덱스	'101160	"3,263"	"64.4"
Q	화학	씨큐브	'101240	"474"	"57.2"
Q	'전기/전자	모베이스	'101330	"780"	"51.7"
Q	'전기/전자	어보브반도체	'102120	"2,064"	"71.2"
K	화학	동성케미컬	'102260	"2,163"	"55.3"
Q	화학	이엔에프테크놀로지	'102710	"4,422"	"64.4"
Q	제약	코오롱생명과학	'102940	"3,826"	"55.8"
K	금속	풍산	'103140	"29,986"	"59.5"
Q	'음식료/담배	우양	'103840	"487"	"66.5"
Q	'운송장비/부품	대성파인텍	'104040	"535"	"74.7"
Q	화학	티케이케미칼	'104480	"1,528"	"51.8"
Q	일반서비스	노랑풍선	'104620	"783"	"61.1"
Q	화학	원익머트리얼즈	'104830	"2,774"	"54.3"
Q	'기계/장비	디케이락	'105740	"824"	"63.0"
Q	'기계/장비	포스뱅크	'105760	"705"	"67.5"
K	'의료/정밀기기	우진	'105840	"2,113"	"65.8"
Q	제약	하이텍팜	'106190	"1,395"	"52.5"
Q	'전기/전자	파인테크닉스	'106240	"187"	"69.9"
Q	'전기/전자	한중엔시에스	'107640	"2,224"	"63.3"
Q	'기계/장비	톱텍	'108230	"1,618"	"53.3"
K	'전기/전자	LX세미콘	'108320	"9,759"	"66.9"
Q	'기계/장비	로보티즈	'108490	"7,293"	"73.1"
K	화학	LX하우시스	'108670	"2,879"	"66.2"
K	'전기/전자	주성코퍼레이션	'109070	"485"	"64.0"
Q	'전기/전자	옵티시스	'109080	"513"	"54.4"
Q	금속	에스와이	'109610	"1,744"	"62.4"
Q	'기계/장비	디에스케이	'109740	"1,897"	"54.3"
Q	'기계/장비	디아이티	'110990	"2,536"	"58.7"
K	'섬유/의류	호전실업	'111110	"812"	"50.1"
Q	'전기/전자	KH 미래물산	'111870	"627"	"72.8"
Q	IT 서비스	위메이드	'112040	"10,779"	"60.0"
Q	화학	와이씨켐	'112290	"2,614"	"59.9"
K	금속	씨에스윈드	'112610	"20,601"	"56.8"
Q	'운송장비/부품	디젠스	'113810	"345"	"65.1"
Q	'전기/전자	강원에너지	'114190	"1,946"	"52.8"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	제약	그린생명과학	'114450	"767"	"68.6"
Q	화학	폴라리스우노	'114630	"460"	"63.6"
Q	'기계/장비	한솔아이원스	'114810	"2,605"	"60.7"
Q	화학	아이패밀리에스씨	'114840	"3,159"	"57.4"
Q	'전기/전자	휴맥스	'115160	"492"	"62.8"
Q	'전기/전자	우리넷	'115440	"710"	"69.6"
Q	'의료/정밀기기	씨유메디칼	'115480	"384"	"73.8"
Q	'전기/전자	씨엔플러스	'115530	"332"	"74.4"
Q	'전기/전자	이미지스	'115610	"248"	"72.7"
Q	'전기/전자	알파칩스	'117670	"485"	"66.0"
K	유통	메타케어	'118000	"572"	"65.4"
Q	'운송장비/부품	모트렉스	'118990	"2,225"	"60.9"
Q	금속	포메탈	'119500	"389"	"64.8"
Q	'의료/정밀기기	인터로조	'119610	"2,141"	"55.8"
Q	'전기/전자	지엔씨에너지	'119850	"4,877"	"58.7"
K	화학	코오롱인더	'120110	"9,109"	"65.2"
Q	'전기/전자	비덴트	'121800	"2,563"	"65.8"
Q	화학	코이즈	'121850	"305"	"73.1"
Q	'전기/전자	에스디시스템	'121890	"216"	"62.5"
Q	'의료/정밀기기	제노레이	'122310	"851"	"57.3"
Q	'운송장비/부품	삼기	'122350	"439"	"66.3"
Q	'기계/장비	예스티	'122640	"3,401"	"70.3"
Q	'오락/문화	와이지엔터테인먼트	'122870	"15,981"	"72.0"
K	유통	아이마켓코리아	'122900	"2,751"	"51.0"
Q	'전기/전자	와이솔	'122990	"1,754"	"64.5"
Q	'전기/전자	아이윈플러스	'123010	"396"	"69.9"
Q	화학	제닉	'123330	"3,315"	"63.6"
Q	'운송장비/부품	코리아에프티	'123410	"1,335"	"60.5"
Q	IT 서비스	위메이드플레이	'123420	"880"	"56.7"
Q	일반서비스	이엠넷	'123570	"527"	"55.2"
Q	'운송장비/부품	알톤	'123750	"203"	"53.2"
Q	IT 서비스	아이티센글로벌	'124500	"5,151"	"74.2"
Q	'운송/창고	태웅로직스	'124560	"1,198"	"50.9"
Q	'전기/전자	아모그린텍	'125210	"1,024"	"52.9"
Q	'전기/전자	비나텍	'126340	"1,861"	"63.2"
Q	'운송장비/부품	화신정공	'126640	"473"	"62.8"
Q	'의료/정밀기기	하이비젼시스템	'126700	"2,208"	"67.5"
Q	'전기/전자	앱코	'129890	"470"	"61.8"
Q	일반서비스	나이스디앤비	'130580	"849"	"64.9"
K	일반서비스	한전산업	'130660	"4,795"	"69.0"
Q	'운송장비/부품	티피씨글로벌	'130740	"205"	"61.4"
Q	제약	옵투스제약	'131030	"1,005"	"55.3"
Q	IT 서비스	시큐브	'131090	"345"	"64.6"
Q	'전기/전자	딜리	'131180	"294"	"57.2"
Q	유통	대한과학	'131220	"372"	"62.6"
Q	IT 서비스	알서포트	'131370	"1,755"	"55.7"
Q	일반서비스	두산테스나	'131970	"5,421"	"72.3"
Q	일반서비스	메가엠디	'133750	"507"	"50.8"
K	금속	화인베스틸	'133820	"260"	"64.6"
Q	'오락/문화	이퓨쳐	'134060	"220"	"50.7"
Q	'기계/장비	나래나노텍	'137080	"369"	"50.6"
Q	'의료/정밀기기	넥스트아이	'137940	"338"	"68.2"
Q	화학	제이씨케미칼	'137950	"907"	"53.8"
Q	'전기/전자	오이솔루션	'138080	"1,056"	"67.0"
Q	'기계/장비	협진	'138360	"350"	"53.4"
K	유통	이마트	'139480	"22,932"	"68.2"
Q	IT 서비스	키네마스터	'139670	"389"	"67.8"
K	금속	아주스틸	'139990	"1,624"	"69.6"
Q	일반서비스	메지온	'140410	"12,168"	"71.6"
Q	'전기/전자	알에스오토메이션	'140670	"1,359"	"70.3"
Q	'의료/정밀기기	파크시스템스	'140860	"18,908"	"66.4"
Q	'기계/장비	비아트론	'141000	"1,050"	"67.1"
Q	일반서비스	리가켐바이오	'141080	"39,869"	"69.4"
Q	일반서비스	지씨셀	'144510	"3,381"	"52.4"
Q	'기계/장비	뉴파워프라즈마	'144960	"2,303"	"57.9"
K	'의료/정밀기기	덴티움	'145720	"7,416"	"58.9"
Q	'의료/정밀기기	피엠티	'147760	"278"	"55.6"
Q	금속	제룡산업	'147830	"1,314"	"51.5"
Q	IT 서비스	비큐AI	'148780	"497"	"65.4"
Q	금속	에이치와이티씨	'148930	"398"	"54.5"
Q	'전기/전자	아바텍	'149950	"1,291"	"53.8"
Q	'전기/전자	퓨처코어	'151910	"1,216"	"62.1"
Q	'전기/전자	우리이앤엘	'153490	"366"	"58.7"
Q	제약	옵티팜	'153710	"728"	"58.4"
Q		아시아종묘	'154030	"328"	"71.6"
Q	'전기/전자	다산솔루에타	'154040	"234"	"64.1"
Q	'전기/전자	와이엠씨	'155650	"692"	"58.4"
Q	IT 서비스	아톤	'158430	"2,083"	"63.9"
Q	화학	에코글로우	'159910	"325"	"59.9"
Q	'오락/문화	NEW	'160550	"639"	"63.3"
Q	'기계/장비	싸이맥스	'160980	"1,360"	"52.6"
K	화학	한국타이어앤테크놀로지	'161390	"48,373"	"55.3"
Q	'기계/장비	필옵틱스	'161580	"9,532"	"73.4"
K	화학	한국콜마	'161890	"20,843"	"73.4"
Q	'기계/장비	에어레인	'163280	"1,632"	"55.1"
Q	IT 서비스	핑거	'163730	"1,226"	"66.8"
Q	'전기/전자	하나머티리얼즈	'166090	"4,935"	"53.0"
Q	제약	코아스템켐온	'166480	"915"	"67.4"
Q	일반서비스	내츄럴엔도텍	'168330	"1,623"	"65.7"
Q	'기계/장비	펨트론	'168360	"2,403"	"53.2"
Q	'전기/전자	파이오링크	'170790	"527"	"56.3"
K	제약	동아에스티	'170900	"4,396"	"50.9"
Q	화학	엘티씨	'170920	"989"	"64.7"
Q	화학	램테크놀러지	'171010	"613"	"67.1"
Q	'전기/전자	에이엘티	'172670	"715"	"69.7"
Q	IT 서비스	오파스넷	'173130	"891"	"58.7"
Q	'오락/문화	에프엔씨엔터	'173940	"627"	"62.7"
Q	'전기/전자	휴먼테크놀로지	'175140	"1,426"	"70.8"
Q	'기계/장비	베셀	'177350	"205"	"72.4"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'전기/전자	파버나인	'177830	"405"	"57.1"
Q	'전기/전자	쓰리에이로직스	'177900	"678"	"67.7"
Q	'전기/전자	서진시스템	'178320	"11,559"	"54.7"
Q	유통	일월지엠엘	'178780	"533"	"60.9"
Q	제약	애드바이오텍	'179530	"521"	"65.1"
Q	'전기/전자	유티아이	'179900	"4,237"	"60.2"
K	금융	한진칼	'180640	"93,734"	"68.8"
Q	'기계/장비	코미코	'183300	"6,935"	"53.7"
Q	IT 서비스	SGA솔루션즈	'184230	"405"	"59.4"
Q	일반서비스	아이진	'185490	"860"	"72.1"
K	제약	종근당	'185750	"11,801"	"56.2"
Q	금속	그린플러스	'186230	"867"	"65.9"
Q	일반서비스	디티앤씨	'187220	"355"	"58.5"
Q	'전기/전자	신화콘텍	'187270	"358"	"53.2"
Q	제약	HLB제넥스	'187420	"1,014"	"68.7"
Q	일반서비스	현대ADM	'187660	"646"	"61.4"
Q	'기계/장비	디바이스	'187870	"795"	"60.9"
Q	'음식료/담배	바이오포트	'188040	"486"	"51.7"
Q	기타제조	세니젠	'188260	"192"	"66.3"
Q	'전기/전자	인텔리안테크	'189300	"5,222"	"71.7"
Q	IT 서비스	씨이랩	'189330	"526"	"56.6"
Q	'전기/전자	서전기전	'189860	"426"	"56.0"
Q	'전기/전자	나무가	'190510	"1,957"	"58.3"
Q	'전기/전자	육일씨엔에쓰	'191410	"211"	"57.9"
Q	제약	테고사이언스	'191420	"1,490"	"56.1"
Q	IT 서비스	케이사인	'192250	"927"	"62.1"
Q	금속	윈하이텍	'192390	"330"	"50.9"
Q	기타제조	슈피겐코리아	'192440	"1,769"	"51.7"
K	'전기/전자	드림텍	'192650	"4,127"	"57.7"
K	화학	코스맥스	'192820	"27,125"	"70.6"
Q	'전기/전자	링크드	'193250	"344"	"72.6"
Q	IT 서비스	데브시스터즈	'194480	"5,266"	"65.9"
Q	'음식료/담배	노바렉스	'194700	"3,141"	"63.3"
Q	'음식료/담배	마니커에프앤지	'195500	"511"	"70.6"
K	'전기/전자	해성디에스	'195870	"4,046"	"61.8"
Q	제약	HK이노엔	'195940	"12,380"	"52.0"
Q	제약	HLB펩	'196300	"840"	"64.0"
Q	'의료/정밀기기	코아시아씨엠	'196450	"313"	"58.5"
Q	화학	웹스	'196700	"215"	"60.8"
Q	IT 서비스	디지캡	'197140	"295"	"56.1"
Q	금속	한주라이트메탈	'198940	"309"	"72.6"
Q	IT 서비스	뱅크웨어글로벌	'199480	"485"	"67.5"
Q	'의료/정밀기기	레이저옵텍	'199550	"1,043"	"69.4"
Q	일반서비스	바이오인프라	'199730	"264"	"56.3"
Q	제약	휴메딕스	'200670	"6,143"	"54.3"
Q	제약	비씨월드제약	'200780	"447"	"54.5"
Q	일반서비스	에이비온	'203400	"1,323"	"54.8"
Q	'전기/전자	유니온바이오메트릭스	'203450	"436"	"59.5"
Q	IT 서비스	드림시큐리티	'203650	"1,885"	"55.0"
Q	'섬유/의류	그리티	'204020	"680"	"61.6"
K	'운송장비/부품	HL만도	'204320	"15,543"	"68.4"
Q	IT 서비스	티쓰리	'204610	"1,248"	"55.5"
Q	'오락/문화	스튜디오산타클로스	'204630	"237"	"73.1"
Q	유통	지엘팜텍	'204840	"1,000"	"70.0"
Q	IT 서비스	엑셈	'205100	"1,547"	"63.3"
Q	제약	휴마시스	'205470	"2,012"	"72.9"
Q	IT 서비스	넥써쓰	'205500	"1,900"	"65.8"
Q	제약	바디텍메드	'206640	"3,556"	"69.6"
Q	'의료/정밀기기	셀바스헬스케어	'208370	"1,241"	"59.4"
Q	IT 서비스	썸에이지	'208640	"379"	"65.8"
Q	'전기/전자	포톤	'208710	"312"	"58.0"
Q	'기계/장비	와이제이링크	'209640	"1,206"	"51.5"
K	'기계/장비	디와이파워	'210540	"1,398"	"61.5"
Q	'전기/전자	AP위성	'211270	"1,989"	"69.6"
Q	'전기/전자	아이에스티이	'212710	"859"	"50.7"
Q	'전기/전자	덕산네오룩스	'213420	"8,455"	"52.1"
K	'종이/목재	한솔제지	'213500	"2,059"	"68.7"
Q	IT 서비스	헥토이노베이션	'214180	"1,882"	"61.0"
Q	화학	라파스	'214260	"1,523"	"73.9"
Q	IT 서비스	FSN	'214270	"821"	"51.6"
K	일반서비스	이노션	'214320	"7,496"	"70.7"
K	'운송장비/부품	금호에이치티	'214330	"1,399"	"55.7"
Q	'전기/전자	아이쓰리시스템	'214430	"6,041"	"62.1"
Q	제약	파마리서치	'214450	"45,559"	"63.3"
Q	'의료/정밀기기	더바이오메드	'214610	"296"	"71.8"
Q	IT 서비스	골프존	'215000	"4,148"	"55.3"
Q	'의료/정밀기기	솔디펜스	'215090	"984"	"68.9"
Q	'전기/전자	로보로보	'215100	"937"	"63.7"
Q	일반서비스	메가스터디교육	'215200	"5,515"	"59.6"
Q	'운송장비/부품	우리산업	'215360	"865"	"60.5"
Q	일반서비스	우정바이오	'215380	"302"	"60.1"
